week,date,day,home,score,away,xG,xG_1,venue,referee
34,2021-05-02,Sun,Valladolid,1–1,Betis,1.2,2.2,Estadio Municipal José Zorrilla,Valentín Pizarro
34,2021-05-02,Sun,Villarreal,1–0,Getafe,0.2,0.6,Estadio de la Cerámica,Daniel Ask
34,2021-05-02,Sun,Granada,0–1,Cádiz,0.9,1.2,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera
34,2021-05-02,Sun,Valencia,2–3,Barcelona,1.2,3.0,Estadio de Mestalla,José Sánchez
34,2021-05-03,Mon,Sevilla,0–1,Athletic Club,1.1,0.7,Estadio Ramón Sánchez Pizjuán,Jesús Gil
35,2021-05-07,Fri,Real Sociedad,2–0,Elche,2.4,0.2,Estadio Municipal de Anoeta,Adrián Cordero
35,2021-05-08,Sat,Alavés,2–2,Levante,1.2,0.8,Estadio de Mendizorroza,Carlos del Cerro
35,2021-05-08,Sat,Barcelona,0–0,Atlético Madrid,0.9,0.8,Camp Nou,Antonio Matéu Lahoz
35,2021-05-08,Sat,Cádiz,2–1,Huesca,0.9,0.7,Estadio Ramón de Carranza,Alejandro Hernández
35,2021-05-08,Sat,Athletic Club,2–2,Osasuna,1.6,1.3,San Mamés,Valentín Pizarro
35,2021-05-09,Sun,Getafe,0–1,Eibar,0.8,1.1,Coliseum Alfonso Pérez,Hsu Jason
35,2021-05-09,Sun,Valencia,3–0,Valladolid,1.3,1.0,Estadio de Mestalla,Jesús Gil
35,2021-05-09,Sun,Villarreal,2–4,Celta Vigo,3.0,2.0,Estadio de la Cerámica,David Medié
35,2021-05-09,Sun,Real Madrid,2–2,Sevilla,0.9,1.2,Estadio Alfredo Di Stéfano,Juan Martínez
35,2021-05-10,Mon,Betis,2–1,Granada,1.7,1.5,Estadio Benito Villamarín,César Soto
36,2021-05-11,Tue,Osasuna,3–2,Cádiz,2.1,1.7,Estadio El Sadar,Santiago Jaime
36,2021-05-11,Tue,Elche,0–2,Alavés,0.8,1.6,Estadio Manuel Martínez Valero,Pablo González
36,2021-05-11,Tue,Levante,3–3,Barcelona,1.1,2.7,Estadio Ciudad de Valencia,José Luis Munuera
36,2021-05-12,Wed,Sevilla,1–0,Valencia,0.9,0.4,Estadio Ramón Sánchez Pizjuán,Daniel Ask
36,2021-05-12,Wed,Huesca,1–0,Athletic Club,1.2,0.5,Estadio El Alcoraz,Jorge Figueroa
36,2021-05-12,Wed,Celta Vigo,1–0,Getafe,0.4,1.3,Estadio de Balaídos,Mario Melero
36,2021-05-12,Wed,Atlético Madrid,2–1,Real Sociedad,1.4,1.7,Estadio Wanda Metropolitano,Guillermo Cuadra
36,2021-05-13,Thu,Valladolid,0–2,Villarreal,1.0,0.6,Estadio Municipal José Zorrilla,Ricardo de Burgos
36,2021-05-13,Thu,Eibar,1–1,Betis,1.2,0.8,Estadio Municipal de Ipurúa,Isidro Díaz de Mera
36,2021-05-13,Thu,Granada,1–4,Real Madrid,1.9,1.3,Estadio Nuevo Los Cármenes,Jesús Gil
37,2021-05-16,Sun,Betis,1–0,Huesca,1.1,0.3,Estadio Benito Villamarín,Pablo González
37,2021-05-16,Sun,Cádiz,1–3,Elche,1.1,2.4,Estadio Ramón de Carranza,César Soto
37,2021-05-16,Sun,Villarreal,4–0,Sevilla,1.2,1.6,Estadio de la Cerámica,Guillermo Cuadra
37,2021-05-16,Sun,Real Sociedad,4–1,Valladolid,1.8,1.6,Estadio Municipal de Anoeta,Carlos del Cerro
37,2021-05-16,Sun,Valencia,4–1,Eibar,1.3,2.3,Estadio de Mestalla,Valentín Pizarro
37,2021-05-16,Sun,Alavés,4–2,Granada,2.4,0.8,Estadio de Mendizorroza,José Sánchez
37,2021-05-16,Sun,Atlético Madrid,2–1,Osasuna,2.6,0.3,Estadio Wanda Metropolitano,Juan Martínez
37,2021-05-16,Sun,Athletic Club,0–1,Real Madrid,0.7,1.0,San Mamés,Antonio Matéu Lahoz
37,2021-05-16,Sun,Barcelona,1–2,Celta Vigo,2.5,0.7,Camp Nou,Ricardo de Burgos
37,2021-05-16,Sun,Getafe,2–1,Levante,0.5,0.5,Coliseum Alfonso Pérez,Adrián Cordero
38,2021-05-21,Fri,Levante,2–2,Cádiz,1.5,0.5,Estadio Ciudad de Valencia,Daniel Ask
38,2021-05-22,Sat,Real Madrid,2–1,Villarreal,1.2,0.6,Estadio Alfredo Di Stéfano,José Luis Munuera
38,2021-05-22,Sat,Huesca,0–0,Valencia,1.3,0.5,Estadio El Alcoraz,Guillermo Cuadra
38,2021-05-22,Sat,Osasuna,0–1,Real Sociedad,0.4,2.0,Estadio El Sadar,Jorge Figueroa
38,2021-05-22,Sat,Elche,2–0,Athletic Club,1.0,0.5,Estadio Manuel Martínez Valero,Carlos del Cerro
38,2021-05-22,Sat,Celta Vigo,2–3,Betis,1.3,2.3,Estadio de Balaídos,Jesús Gil
38,2021-05-22,Sat,Valladolid,1–2,Atlético Madrid,1.1,1.4,Estadio Municipal José Zorrilla,José Sánchez
38,2021-05-22,Sat,Eibar,0–1,Barcelona,1.7,0.3,Estadio Municipal de Ipurúa,Santiago Jaime
38,2021-05-23,Sun,Granada,0–0,Getafe,0.4,0.6,Estadio Nuevo Los Cármenes,David Medié
38,2021-05-23,Sun,Sevilla,1–0,Alavés,0.4,1.1,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera
1,2021-08-13,Fri,Valencia,1–0,Getafe,1.5,1.4,Estadio de Mestalla,Jesús Gil
1,2021-08-14,Sat,Mallorca,1–1,Betis,0.5,0.6,Iberostar Estadi,Antonio Matéu Lahoz
1,2021-08-14,Sat,Cádiz,1–1,Levante,0.6,0.9,Estadio Nuevo Mirandilla,Santiago Jaime
1,2021-08-14,Sat,Alavés,1–4,Real Madrid,1.7,1.7,Estadio de Mendizorroza,César Soto
1,2021-08-14,Sat,Osasuna,0–0,Espanyol,0.9,0.5,Estadio El Sadar,Miguel Ángel Ortiz Arias
1,2021-08-15,Sun,Celta Vigo,1–2,Atlético Madrid,2.3,1.5,Estadio de Balaídos,José Luis Munuera
1,2021-08-15,Sun,Barcelona,4–2,Real Sociedad,2.8,0.8,Camp Nou,Alejandro Hernández
1,2021-08-15,Sun,Sevilla,3–0,Rayo Vallecano,3.7,0.4,Estadio Ramón Sánchez Pizjuán,Isidro Díaz de Mera
1,2021-08-16,Mon,Villarreal,0–0,Granada,1.1,0.3,Estadio de la Cerámica,Pablo González
1,2021-08-16,Mon,Elche,0–0,Athletic Club,1.1,0.6,Estadio Manuel Martínez Valero,Adrián Cordero
2,2021-08-20,Fri,Betis,1–1,Cádiz,1.1,1.6,Estadio Benito Villamarín,Valentín Pizarro
2,2021-08-21,Sat,Alavés,0–1,Mallorca,0.5,0.7,Estadio de Mendizorroza,Alejandro Muñíz
2,2021-08-21,Sat,Espanyol,0–0,Villarreal,1.3,0.6,RCDE Stadium,Jorge Figueroa
2,2021-08-21,Sat,Granada,1–1,Valencia,1.1,1.5,Estadio Nuevo Los Cármenes,Carlos del Cerro
2,2021-08-21,Sat,Athletic Club,1–1,Barcelona,1.4,1.0,San Mamés,Juan Martínez
2,2021-08-22,Sun,Real Sociedad,1–0,Rayo Vallecano,1.9,0.5,Estadio Municipal de Anoeta,Santiago Jaime
2,2021-08-22,Sun,Atlético Madrid,1–0,Elche,1.2,0.2,Estadio Wanda Metropolitano,Ricardo de Burgos
2,2021-08-22,Sun,Levante,3–3,Real Madrid,1.9,1.6,Estadio Ciudad de Valencia,Guillermo Cuadra
2,2021-08-23,Mon,Getafe,0–1,Sevilla,0.5,1.2,Coliseum Alfonso Pérez,José Sánchez
2,2021-08-23,Mon,Osasuna,0–0,Celta Vigo,2.0,0.1,Estadio El Sadar,Hsu Jason
3,2021-08-27,Fri,Mallorca,1–0,Espanyol,1.0,0.4,Iberostar Estadi,Isidro Díaz de Mera
3,2021-08-27,Fri,Valencia,3–0,Alavés,1.6,0.4,Estadio de Mestalla,Miguel Ángel Ortiz Arias
3,2021-08-28,Sat,Celta Vigo,0–1,Athletic Club,1.1,1.4,Estadio de Balaídos,Antonio Matéu Lahoz
3,2021-08-28,Sat,Real Sociedad,1–0,Levante,1.0,0.4,Estadio Municipal de Anoeta,José Luis Munuera
3,2021-08-28,Sat,Elche,1–1,Sevilla,0.5,1.3,Estadio Manuel Martínez Valero,Valentín Pizarro
3,2021-08-28,Sat,Betis,0–1,Real Madrid,0.6,0.9,Estadio Benito Villamarín,Alejandro Hernández
3,2021-08-29,Sun,Barcelona,2–1,Getafe,1.1,0.4,Camp Nou,Pablo González
3,2021-08-29,Sun,Rayo Vallecano,4–0,Granada,2.2,0.5,Estadio del Rayo Vallecano,Jesús Gil
3,2021-08-29,Sun,Cádiz,2–3,Osasuna,1.6,2.4,Estadio Nuevo Mirandilla,Adrián Cordero
3,2021-08-29,Sun,Atlético Madrid,2–2,Villarreal,1.7,0.3,Estadio Wanda Metropolitano,César Soto
4,2021-09-11,Sat,Levante,1–1,Rayo Vallecano,1.0,2.2,Estadio Ciudad de Valencia,Hsu Jason
4,2021-09-11,Sat,Athletic Club,2–0,Mallorca,1.4,0.2,San Mamés,Jorge Figueroa
4,2021-09-12,Sun,Espanyol,1–2,Atlético Madrid,0.4,0.8,RCDE Stadium,Juan Martínez
4,2021-09-12,Sun,Osasuna,1–4,Valencia,0.6,0.9,Estadio El Sadar,Ricardo de Burgos
4,2021-09-12,Sun,Cádiz,0–2,Real Sociedad,0.3,1.9,Estadio Nuevo Mirandilla,Alejandro Muñíz
4,2021-09-12,Sun,Real Madrid,5–2,Celta Vigo,3.2,1.8,Estadio Santiago Bernabéu,José Sánchez
4,2021-09-13,Mon,Getafe,0–1,Elche,0.3,0.8,Coliseum Alfonso Pérez,Mario Melero
4,2021-09-13,Mon,Granada,1–2,Betis,0.6,2.3,Estadio Nuevo Los Cármenes,Guillermo Cuadra
5,2021-09-17,Fri,Celta Vigo,1–2,Cádiz,1.0,1.1,Estadio de Balaídos,Isidro Díaz de Mera
5,2021-09-18,Sat,Rayo Vallecano,3–0,Getafe,2.2,1.1,Estadio del Rayo Vallecano,Adrián Cordero
5,2021-09-18,Sat,Atlético Madrid,0–0,Athletic Club,0.9,1.0,Estadio Wanda Metropolitano,Jesús Gil
5,2021-09-18,Sat,Elche,1–1,Levante,0.4,1.1,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias
5,2021-09-18,Sat,Alavés,0–2,Osasuna,0.5,1.4,Estadio de Mendizorroza,Alejandro Hernández
5,2021-09-19,Sun,Mallorca,0–0,Villarreal,0.5,1.4,Iberostar Estadi,Carlos del Cerro
5,2021-09-19,Sun,Real Sociedad,0–0,Sevilla,1.3,0.5,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
5,2021-09-19,Sun,Betis,2–2,Espanyol,1.9,1.1,Estadio Benito Villamarín,César Soto
5,2021-09-19,Sun,Valencia,1–2,Real Madrid,0.9,1.3,Estadio de Mestalla,Pablo González
5,2021-09-20,Mon,Barcelona,1–1,Granada,1.8,0.8,Camp Nou,Santiago Jaime
6,2021-09-21,Tue,Getafe,1–2,Atlético Madrid,0.3,1.1,Coliseum Alfonso Pérez,Guillermo Cuadra
6,2021-09-21,Tue,Levante,0–2,Celta Vigo,1.7,0.7,Estadio Ciudad de Valencia,Jorge Figueroa
6,2021-09-21,Tue,Athletic Club,1–2,Rayo Vallecano,0.9,1.0,San Mamés,José Luis Munuera
6,2021-09-22,Wed,Sevilla,3–1,Valencia,1.0,0.4,Estadio Ramón Sánchez Pizjuán,José Sánchez
6,2021-09-22,Wed,Espanyol,1–0,Alavés,1.7,0.5,RCDE Stadium,Mario Melero
6,2021-09-22,Wed,Real Madrid,6–1,Mallorca,2.6,1.4,Estadio Santiago Bernabéu,Hsu Jason
6,2021-09-22,Wed,Villarreal,4–1,Elche,3.2,1.2,Estadio de la Cerámica,Alejandro Muñíz
6,2021-09-23,Thu,Osasuna,1–3,Betis,1.0,2.4,Estadio El Sadar,Juan Martínez
6,2021-09-23,Thu,Granada,2–3,Real Sociedad,1.3,1.7,Estadio Nuevo Los Cármenes,Valentín Pizarro
6,2021-09-23,Thu,Cádiz,0–0,Barcelona,1.3,0.4,Estadio Nuevo Mirandilla,Carlos del Cerro
7,2021-09-25,Sat,Alavés,1–0,Atlético Madrid,0.7,0.7,Estadio de Mendizorroza,Antonio Matéu Lahoz
7,2021-09-25,Sat,Valencia,1–1,Athletic Club,0.9,0.8,Estadio de Mestalla,Alejandro Hernández
7,2021-09-25,Sat,Sevilla,2–0,Espanyol,1.8,0.7,Estadio Ramón Sánchez Pizjuán,Pablo González
7,2021-09-25,Sat,Real Madrid,0–0,Villarreal,1.1,0.5,Estadio Santiago Bernabéu,Jesús Gil
7,2021-09-26,Sun,Mallorca,2–3,Osasuna,2.6,0.9,Iberostar Estadi,Miguel Ángel Ortiz Arias
7,2021-09-26,Sun,Barcelona,3–0,Levante,2.9,0.8,Camp Nou,Isidro Díaz de Mera
7,2021-09-26,Sun,Rayo Vallecano,3–1,Cádiz,1.3,1.0,Estadio del Rayo Vallecano,Ricardo de Burgos
7,2021-09-26,Sun,Real Sociedad,1–0,Elche,2.4,0.5,Estadio Municipal de Anoeta,Adrián Cordero
7,2021-09-26,Sun,Betis,2–0,Getafe,1.9,0.6,Estadio Benito Villamarín,Santiago Jaime
7,2021-09-27,Mon,Celta Vigo,1–0,Granada,1.3,0.8,Estadio de Balaídos,César Soto
8,2021-10-01,Fri,Athletic Club,1–0,Alavés,2.0,0.9,San Mamés,Carlos del Cerro
8,2021-10-02,Sat,Osasuna,1–0,Rayo Vallecano,0.5,0.2,Estadio El Sadar,Mario Melero
8,2021-10-02,Sat,Mallorca,1–0,Levante,0.6,1.2,Iberostar Estadi,Alejandro Muñíz
8,2021-10-02,Sat,Cádiz,0–0,Valencia,0.2,1.1,Estadio Nuevo Mirandilla,Valentín Pizarro
8,2021-10-02,Sat,Atlético Madrid,2–0,Barcelona,1.2,0.7,Estadio Wanda Metropolitano,César Soto
8,2021-10-03,Sun,Elche,1–0,Celta Vigo,1.3,0.5,Estadio Manuel Martínez Valero,José Luis Munuera
8,2021-10-03,Sun,Espanyol,2–1,Real Madrid,1.2,1.6,RCDE Stadium,Guillermo Cuadra
8,2021-10-03,Sun,Getafe,1–1,Real Sociedad,0.7,0.7,Coliseum Alfonso Pérez,Jorge Figueroa
8,2021-10-03,Sun,Villarreal,2–0,Betis,2.6,0.5,Estadio de la Cerámica,José Sánchez
8,2021-10-03,Sun,Granada,1–0,Sevilla,0.1,1.3,Estadio Nuevo Los Cármenes,Hsu Jason
9,2021-10-16,Sat,Levante,0–0,Getafe,0.9,0.6,Estadio Ciudad de Valencia,Mario Melero
9,2021-10-16,Sat,Real Sociedad,1–0,Mallorca,0.4,0.2,Estadio Municipal de Anoeta,Pablo González
9,2021-10-17,Sun,Rayo Vallecano,2–1,Elche,1.2,0.4,Estadio del Rayo Vallecano,Santiago Jaime
9,2021-10-17,Sun,Celta Vigo,0–1,Sevilla,1.2,1.0,Estadio de Balaídos,Ricardo de Burgos
9,2021-10-17,Sun,Villarreal,1–2,Osasuna,0.5,0.6,Estadio de la Cerámica,Adrián Cordero
9,2021-10-17,Sun,Barcelona,3–1,Valencia,1.9,0.4,Camp Nou,Jesús Gil
9,2021-10-18,Mon,Alavés,0–1,Betis,0.9,1.4,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias
9,2021-10-18,Mon,Espanyol,2–0,Cádiz,1.3,0.4,RCDE Stadium,Antonio Matéu Lahoz
10,2021-10-22,Fri,Osasuna,1–1,Granada,1.0,0.5,Estadio El Sadar,Alejandro Muñíz
10,2021-10-23,Sat,Valencia,2–2,Mallorca,1.8,0.6,Estadio de Mestalla,Carlos del Cerro
10,2021-10-23,Sat,Cádiz,0–2,Alavés,1.5,1.3,Estadio Nuevo Mirandilla,Hsu Jason
10,2021-10-23,Sat,Elche,2–2,Espanyol,0.9,0.8,Estadio Manuel Martínez Valero,Jorge Figueroa
10,2021-10-23,Sat,Athletic Club,2–1,Villarreal,2.8,0.5,San Mamés,Guillermo Cuadra
10,2021-10-24,Sun,Sevilla,5–3,Levante,1.6,1.9,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
10,2021-10-24,Sun,Barcelona,1–2,Real Madrid,1.6,1.5,Camp Nou,José Sánchez
10,2021-10-24,Sun,Betis,3–2,Rayo Vallecano,1.4,1.0,Estadio Benito Villamarín,Ricardo de Burgos
10,2021-10-24,Sun,Atlético Madrid,2–2,Real Sociedad,1.7,0.8,Estadio Wanda Metropolitano,José Luis Munuera
10,2021-10-25,Mon,Getafe,0–3,Celta Vigo,0.5,1.6,Coliseum Alfonso Pérez,Juan Martínez
11,2021-10-26,Tue,Alavés,1–0,Elche,1.7,0.3,Estadio de Mendizorroza,Jesús Gil
11,2021-10-26,Tue,Espanyol,1–1,Athletic Club,1.3,3.3,RCDE Stadium,Miguel Ángel Ortiz Arias
11,2021-10-26,Tue,Villarreal,3–3,Cádiz,1.7,1.4,Estadio de la Cerámica,Alejandro Hernández
11,2021-10-27,Wed,Rayo Vallecano,1–0,Barcelona,0.8,2.5,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
11,2021-10-27,Wed,Mallorca,1–1,Sevilla,1.5,0.8,Iberostar Estadi,Santiago Jaime
11,2021-10-27,Wed,Betis,4–1,Valencia,2.0,1.6,Estadio Benito Villamarín,Isidro Díaz de Mera
11,2021-10-27,Wed,Real Madrid,0–0,Osasuna,0.7,0.5,Estadio Santiago Bernabéu,César Soto
11,2021-10-28,Thu,Celta Vigo,0–2,Real Sociedad,1.4,1.7,Estadio de Balaídos,Mario Melero
11,2021-10-28,Thu,Granada,1–1,Getafe,2.0,0.4,Estadio Nuevo Los Cármenes,Adrián Cordero
11,2021-10-28,Thu,Levante,2–2,Atlético Madrid,1.8,0.9,Estadio Ciudad de Valencia,Pablo González
12,2021-10-30,Sat,Elche,1–2,Real Madrid,1.1,1.1,Estadio Manuel Martínez Valero,Ricardo de Burgos
12,2021-10-30,Sat,Sevilla,2–0,Osasuna,2.0,0.6,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
12,2021-10-30,Sat,Valencia,2–0,Villarreal,1.1,0.8,Estadio de Mestalla,José Luis Munuera
12,2021-10-30,Sat,Barcelona,1–1,Alavés,1.3,0.9,Camp Nou,Jorge Figueroa
12,2021-10-31,Sun,Cádiz,1–1,Mallorca,1.7,0.9,Estadio Nuevo Mirandilla,Valentín Pizarro
12,2021-10-31,Sun,Atlético Madrid,3–0,Betis,2.3,0.5,Estadio Wanda Metropolitano,Hsu Jason
12,2021-10-31,Sun,Getafe,2–1,Espanyol,0.8,0.6,Coliseum Alfonso Pérez,Alejandro Muñíz
12,2021-10-31,Sun,Real Sociedad,1–1,Athletic Club,1.1,1.0,Estadio Municipal de Anoeta,Juan Martínez
12,2021-11-01,Mon,Rayo Vallecano,0–0,Celta Vigo,0.6,0.6,Estadio del Rayo Vallecano,Adrián Cordero
12,2021-11-01,Mon,Levante,0–3,Granada,1.1,1.0,Estadio Ciudad de Valencia,José Sánchez
13,2021-11-05,Fri,Athletic Club,0–1,Cádiz,0.5,0.5,San Mamés,Santiago Jaime
13,2021-11-06,Sat,Espanyol,2–0,Granada,1.6,2.0,RCDE Stadium,Isidro Díaz de Mera
13,2021-11-06,Sat,Celta Vigo,3–3,Barcelona,1.5,0.9,Estadio de Balaídos,Alejandro Hernández
13,2021-11-06,Sat,Alavés,2–1,Levante,1.5,0.8,Estadio de Mendizorroza,Adrián Cordero
13,2021-11-06,Sat,Real Madrid,2–1,Rayo Vallecano,2.1,1.4,Estadio Santiago Bernabéu,Pablo González
13,2021-11-07,Sun,Villarreal,1–0,Getafe,1.4,0.2,Estadio de la Cerámica,Jesús Gil
13,2021-11-07,Sun,Valencia,3–3,Atlético Madrid,1.1,2.3,Estadio de Mestalla,César Soto
13,2021-11-07,Sun,Osasuna,0–2,Real Sociedad,0.4,1.5,Estadio El Sadar,Miguel Ángel Ortiz Arias
13,2021-11-07,Sun,Mallorca,2–2,Elche,2.3,0.8,Iberostar Estadi,Mario Melero
13,2021-11-07,Sun,Betis,0–2,Sevilla,0.3,1.7,Estadio Benito Villamarín,Antonio Matéu Lahoz
14,2021-11-19,Fri,Levante,0–0,Athletic Club,0.5,0.5,Estadio Ciudad de Valencia,José Luis Munuera
14,2021-11-20,Sat,Celta Vigo,1–1,Villarreal,1.0,2.8,Estadio de Balaídos,Hsu Jason
14,2021-11-20,Sat,Sevilla,2–2,Alavés,1.8,1.1,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz
14,2021-11-20,Sat,Atlético Madrid,1–0,Osasuna,1.0,0.5,Estadio Wanda Metropolitano,José Sánchez
14,2021-11-20,Sat,Barcelona,1–0,Espanyol,1.4,1.0,Camp Nou,Carlos del Cerro
14,2021-11-21,Sun,Getafe,4–0,Cádiz,1.2,0.4,Coliseum Alfonso Pérez,Ricardo de Burgos
14,2021-11-21,Sun,Granada,1–4,Real Madrid,0.7,3.5,Estadio Nuevo Los Cármenes,Juan Martínez
14,2021-11-21,Sun,Elche,0–3,Betis,0.8,1.9,Estadio Manuel Martínez Valero,Valentín Pizarro
14,2021-11-21,Sun,Real Sociedad,0–0,Valencia,0.3,0.7,Estadio Municipal de Anoeta,Mario Melero
14,2021-11-22,Mon,Rayo Vallecano,3–1,Mallorca,2.4,0.7,Estadio del Rayo Vallecano,Jorge Figueroa
15,2021-11-26,Fri,Athletic Club,2–2,Granada,1.1,1.1,San Mamés,Adrián Cordero
15,2021-11-27,Sat,Alavés,1–2,Celta Vigo,0.9,1.2,Estadio de Mendizorroza,Pablo González
15,2021-11-27,Sat,Valencia,1–1,Rayo Vallecano,1.6,1.2,Estadio de Mestalla,Alejandro Hernández
15,2021-11-27,Sat,Mallorca,0–0,Getafe,0.4,0.8,Iberostar Estadi,Santiago Jaime
15,2021-11-27,Sat,Villarreal,1–3,Barcelona,1.1,3.2,Estadio de la Cerámica,César Soto
15,2021-11-28,Sun,Betis,3–1,Levante,2.6,0.3,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
15,2021-11-28,Sun,Espanyol,1–0,Real Sociedad,0.4,1.7,RCDE Stadium,Antonio Matéu Lahoz
15,2021-11-28,Sun,Cádiz,1–4,Atlético Madrid,1.0,3.8,Estadio Nuevo Mirandilla,Jesús Gil
15,2021-11-28,Sun,Real Madrid,2–1,Sevilla,1.2,0.7,Estadio Santiago Bernabéu,José Sánchez
15,2021-11-29,Mon,Osasuna,1–1,Elche,1.8,1.4,Estadio El Sadar,Isidro Díaz de Mera
9,2021-12-01,Wed,Real Madrid,1–0,Athletic Club,1.8,2.4,Estadio Santiago Bernabéu,Isidro Díaz de Mera
16,2021-12-03,Fri,Granada,2–1,Alavés,1.0,2.1,Estadio Nuevo Los Cármenes,Hsu Jason
16,2021-12-04,Sat,Sevilla,1–0,Villarreal,0.4,1.7,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
16,2021-12-04,Sat,Barcelona,0–1,Betis,1.0,0.6,Camp Nou,Pablo González
16,2021-12-04,Sat,Atlético Madrid,1–2,Mallorca,1.5,0.6,Estadio Wanda Metropolitano,Juan Martínez
16,2021-12-04,Sat,Real Sociedad,0–2,Real Madrid,0.7,1.6,Estadio Municipal de Anoeta,Jesús Gil
16,2021-12-05,Sun,Rayo Vallecano,1–0,Espanyol,0.4,0.6,Estadio del Rayo Vallecano,José Luis Munuera
16,2021-12-05,Sun,Elche,3–1,Cádiz,2.4,1.7,Estadio Manuel Martínez Valero,Alejandro Muñíz
16,2021-12-05,Sun,Levante,0–0,Osasuna,0.5,0.3,Estadio Ciudad de Valencia,Valentín Pizarro
16,2021-12-05,Sun,Celta Vigo,1–2,Valencia,0.9,1.3,Estadio de Balaídos,Ricardo de Burgos
16,2021-12-06,Mon,Getafe,0–0,Athletic Club,1.2,0.5,Coliseum Alfonso Pérez,Jorge Figueroa
17,2021-12-10,Fri,Mallorca,0–0,Celta Vigo,0.8,1.0,Iberostar Estadi,Isidro Díaz de Mera
17,2021-12-11,Sat,Espanyol,4–3,Levante,2.3,2.9,RCDE Stadium,Adrián Cordero
17,2021-12-11,Sat,Alavés,1–1,Getafe,0.7,1.0,Estadio de Mendizorroza,César Soto
17,2021-12-11,Sat,Valencia,2–1,Elche,1.6,0.9,Estadio de Mestalla,Santiago Jaime
17,2021-12-11,Sat,Athletic Club,0–1,Sevilla,1.4,0.2,San Mamés,Alejandro Hernández
17,2021-12-12,Sun,Villarreal,2–0,Rayo Vallecano,2.4,1.5,Estadio de la Cerámica,Mario Melero
17,2021-12-12,Sun,Osasuna,2–2,Barcelona,0.3,0.9,Estadio El Sadar,Juan Martínez
17,2021-12-12,Sun,Betis,4–0,Real Sociedad,1.6,0.9,Estadio Benito Villamarín,José Sánchez
17,2021-12-12,Sun,Real Madrid,2–0,Atlético Madrid,0.4,0.7,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
17,2021-12-13,Mon,Cádiz,1–1,Granada,0.7,1.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias
18,2021-12-17,Fri,Celta Vigo,3–1,Espanyol,1.2,0.4,Estadio de Balaídos,Valentín Pizarro
18,2021-12-18,Sat,Rayo Vallecano,2–0,Alavés,1.8,0.2,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
18,2021-12-18,Sat,Real Sociedad,1–3,Villarreal,0.9,2.9,Estadio Municipal de Anoeta,Jorge Figueroa
18,2021-12-18,Sat,Barcelona,3–2,Elche,2.7,1.3,Camp Nou,Hsu Jason
18,2021-12-18,Sat,Sevilla,2–1,Atlético Madrid,0.5,1.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
18,2021-12-19,Sun,Granada,4–1,Mallorca,1.9,0.9,Estadio Nuevo Los Cármenes,Alejandro Muñíz
18,2021-12-19,Sun,Athletic Club,3–2,Betis,1.3,2.1,San Mamés,Jesús Gil
18,2021-12-19,Sun,Getafe,1–0,Osasuna,1.1,0.6,Coliseum Alfonso Pérez,José Luis Munuera
18,2021-12-19,Sun,Real Madrid,0–0,Cádiz,2.0,0.2,Estadio Santiago Bernabéu,Santiago Jaime
18,2021-12-20,Mon,Levante,3–4,Valencia,2.7,2.1,Estadio Ciudad de Valencia,Pablo González
4,2021-12-21,Tue,Villarreal,5–2,Alavés,3.3,0.8,Estadio de la Cerámica,Valentín Pizarro
4,2021-12-21,Tue,Sevilla,1–1,Barcelona,0.3,1.8,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
9,2021-12-22,Wed,Granada,2–1,Atlético Madrid,0.6,1.5,Estadio Nuevo Los Cármenes,Alejandro Hernández
21,2021-12-22,Wed,Athletic Club,1–2,Real Madrid,1.0,1.1,San Mamés,César Soto
19,2021-12-31,Fri,Valencia,1–2,Espanyol,0.7,2.0,Estadio de Mestalla,José Sánchez
19,2022-01-02,Sun,Getafe,1–0,Real Madrid,0.9,0.7,Coliseum Alfonso Pérez,Mario Melero
19,2022-01-02,Sun,Atlético Madrid,2–0,Rayo Vallecano,1.7,0.1,Estadio Wanda Metropolitano,Jorge Figueroa
19,2022-01-02,Sun,Elche,0–0,Granada,1.2,1.1,Estadio Manuel Martínez Valero,Adrián Cordero
19,2022-01-02,Sun,Alavés,1–1,Real Sociedad,1.7,0.9,Estadio de Mendizorroza,Carlos del Cerro
19,2022-01-02,Sun,Betis,0–2,Celta Vigo,1.4,2.6,Estadio Benito Villamarín,César Soto
19,2022-01-02,Sun,Mallorca,0–1,Barcelona,0.8,1.3,Iberostar Estadi,Antonio Matéu Lahoz
19,2022-01-03,Mon,Villarreal,5–0,Levante,3.4,0.4,Estadio de la Cerámica,Alejandro Hernández
