Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee
28.0,Sat,2022-03-12,18:30,Villarreal,1.3,1–0,0.8,Celta Vigo,14929.0,Estadio de la Cerámica,Santiago Jaime
28.0,Sat,2022-03-12,21:00,Getafe,0.9,0–0,0.2,Valencia,10349.0,Coliseum Alfonso Pérez,Guillermo Cuadra
28.0,Sun,2022-03-13,14:00,Rayo Vallecano,0.4,1–1,0.3,Sevilla,9073.0,Estadio del Rayo Vallecano,Juan Martínez
28.0,Sun,2022-03-13,16:15,Betis,0.7,1–0,0.5,Athletic Club,48876.0,Estadio Benito Villamarín,Antonio Matéu Lahoz
28.0,Sun,2022-03-13,18:30,Real Sociedad,2.2,1–0,0.8,Alavés,31573.0,Estadio Municipal de Anoeta,Jorge Figueroa
28.0,Sun,2022-03-13,21:00,Barcelona,3.6,4–0,0.2,Osasuna,54507.0,Camp Nou,Ricardo de Burgos
28.0,Mon,2022-03-14,21:00,Mallorca,1.4,0–3,1.8,Real Madrid,17191.0,Iberostar Estadi,José Sánchez
29.0,Fri,2022-03-18,21:00,Athletic Club,2.0,1–1,0.4,Getafe,37367.0,San Mamés,Jesús Gil
29.0,Sat,2022-03-19,14:00,Alavés,1.7,2–3,2.1,Granada,16209.0,Estadio de Mendizorroza,Guillermo Cuadra
29.0,Sat,2022-03-19,16:15,Elche,0.6,0–1,0.9,Valencia,15780.0,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias
29.0,Sat,2022-03-19,18:30,Osasuna,2.3,3–1,1.0,Levante,19429.0,Estadio El Sadar,Hsu Jason
29.0,Sat,2022-03-19,21:00,Rayo Vallecano,1.4,0–1,1.4,Atlético Madrid,10349.0,Estadio del Rayo Vallecano,José Luis Munuera
29.0,Sun,2022-03-20,14:00,Espanyol,1.3,1–0,0.5,Mallorca,17578.0,RCDE Stadium,Alejandro Muñíz
29.0,Sun,2022-03-20,16:15,Cádiz,1.7,1–0,0.2,Villarreal,13325.0,Estadio Nuevo Mirandilla,Alejandro Hernández
29.0,Sun,2022-03-20,16:15,Celta Vigo,0.9,0–0,0.5,Betis,13149.0,Estadio de Balaídos,Ricardo de Burgos
29.0,Sun,2022-03-20,18:30,Sevilla,0.3,0–0,1.1,Real Sociedad,24861.0,Estadio Ramón Sánchez Pizjuán,César Soto
29.0,Sun,2022-03-20,21:00,Real Madrid,0.8,0–4,3.4,Barcelona,60017.0,Estadio Santiago Bernabéu,Juan Martínez
30.0,Sat,2022-04-02,14:00,Getafe,1.7,1–0,0.4,Mallorca,8946.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
30.0,Sat,2022-04-02,16:15,Levante,2.0,2–0,1.2,Villarreal,14908.0,Estadio Ciudad de Valencia,Adrián Cordero
30.0,Sat,2022-04-02,18:30,Celta Vigo,1.6,1–2,2.9,Real Madrid,15714.0,Estadio de Balaídos,Pablo González
30.0,Sat,2022-04-02,21:00,Atlético Madrid,3.0,4–1,0.5,Alavés,51467.0,Estadio Wanda Metropolitano,Mario Melero
30.0,Sun,2022-04-03,14:00,Athletic Club,1.9,2–1,0.5,Elche,34572.0,San Mamés,Jorge Figueroa
30.0,Sun,2022-04-03,16:15,Betis,4.4,4–1,0.4,Osasuna,49103.0,Estadio Benito Villamarín,Valentín Pizarro
30.0,Sun,2022-04-03,18:30,Granada,2.1,2–2,0.8,Rayo Vallecano,15823.0,Estadio Nuevo Los Cármenes,Alejandro Hernández
30.0,Sun,2022-04-03,18:30,Valencia,0.2,0–0,0.1,Cádiz,32949.0,Estadio de Mestalla,Isidro Díaz de Mera
30.0,Sun,2022-04-03,21:00,Barcelona,1.9,1–0,0.6,Sevilla,76112.0,Camp Nou,José Sánchez
30.0,Mon,2022-04-04,21:00,Real Sociedad,2.2,1–0,0.4,Espanyol,20869.0,Estadio Municipal de Anoeta,Santiago Jaime
31.0,Fri,2022-04-08,21:00,Sevilla,2.9,4–2,0.9,Granada,33504.0,Estadio Ramón Sánchez Pizjuán,Miguel Ángel Ortiz Arias
31.0,Sat,2022-04-09,14:00,Cádiz,1.3,1–2,1.3,Betis,18063.0,Estadio Nuevo Mirandilla,Jesús Gil
31.0,Sat,2022-04-09,16:15,Mallorca,1.1,1–0,0.5,Atlético Madrid,15437.0,Iberostar Estadi,Juan Martínez
31.0,Sat,2022-04-09,18:30,Villarreal,1.3,1–1,1.8,Athletic Club,16603.0,Estadio de la Cerámica,Carlos del Cerro
31.0,Sat,2022-04-09,21:00,Real Madrid,1.6,2–0,0.4,Getafe,50740.0,Estadio Santiago Bernabéu,César Soto
31.0,Sun,2022-04-10,14:00,Osasuna,2.1,1–0,0.5,Alavés,19220.0,Estadio El Sadar,Alejandro Muñíz
31.0,Sun,2022-04-10,16:15,Espanyol,1.3,1–0,0.8,Celta Vigo,18471.0,RCDE Stadium,Hsu Jason
31.0,Sun,2022-04-10,18:30,Elche,0.6,1–2,1.7,Real Sociedad,17011.0,Estadio Manuel Martínez Valero,Guillermo Cuadra
31.0,Sun,2022-04-10,21:00,Levante,3.4,2–3,1.2,Barcelona,20785.0,Estadio Ciudad de Valencia,José Luis Munuera
31.0,Mon,2022-04-11,21:00,Rayo Vallecano,0.6,1–1,0.5,Valencia,9302.0,Estadio del Rayo Vallecano,Ricardo de Burgos
32.0,Fri,2022-04-15,21:00,Real Sociedad,0.9,0–0,0.5,Betis,28893.0,Estadio Municipal de Anoeta,Isidro Díaz de Mera
32.0,Sat,2022-04-16,14:00,Elche,1.6,3–0,1.5,Mallorca,20257.0,Estadio Manuel Martínez Valero,José Sánchez
32.0,Sat,2022-04-16,16:15,Alavés,0.5,1–0,1.0,Rayo Vallecano,10165.0,Estadio de Mendizorroza,Juan Martínez
32.0,Sat,2022-04-16,18:30,Valencia,1.3,1–2,1.1,Osasuna,30148.0,Estadio de Mestalla,Mario Melero
32.0,Sat,2022-04-16,21:00,Getafe,0.9,1–2,2.7,Villarreal,9657.0,Coliseum Alfonso Pérez,Pablo González
32.0,Sun,2022-04-17,14:00,Granada,1.0,1–4,3.9,Levante,15323.0,Estadio Nuevo Los Cármenes,Valentín Pizarro
32.0,Sun,2022-04-17,16:15,Atlético Madrid,1.2,2–1,0.7,Espanyol,54011.0,Estadio Wanda Metropolitano,Jorge Figueroa
32.0,Sun,2022-04-17,18:30,Athletic Club,0.5,0–2,0.4,Celta Vigo,35541.0,San Mamés,Alejandro Hernández
32.0,Sun,2022-04-17,21:00,Sevilla,0.9,2–3,1.2,Real Madrid,40629.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
32.0,Mon,2022-04-18,21:00,Barcelona,1.2,0–1,1.7,Cádiz,57495.0,Camp Nou,Santiago Jaime
33.0,Tue,2022-04-19,19:00,Mallorca,0.8,2–1,0.6,Alavés,15264.0,Iberostar Estadi,César Soto
33.0,Tue,2022-04-19,21:00,Betis,1.2,0–1,0.6,Elche,43257.0,Estadio Benito Villamarín,Hsu Jason
33.0,Tue,2022-04-19,21:30,Villarreal,2.4,2–0,0.3,Valencia,13570.0,Estadio de la Cerámica,José Luis Munuera
33.0,Wed,2022-04-20,19:00,Atlético Madrid,1.1,0–0,0.2,Granada,43517.0,Estadio Wanda Metropolitano,Jesús Gil
33.0,Wed,2022-04-20,20:00,Celta Vigo,0.4,0–2,1.1,Getafe,9934.0,Estadio de Balaídos,Santiago Jaime
33.0,Wed,2022-04-20,21:30,Osasuna,1.1,1–3,4.5,Real Madrid,21360.0,Estadio El Sadar,Ricardo de Burgos
33.0,Thu,2022-04-21,19:00,Levante,2.7,2–3,1.8,Sevilla,18107.0,Estadio Ciudad de Valencia,Isidro Díaz de Mera
33.0,Thu,2022-04-21,19:00,Espanyol,0.4,0–1,0.6,Rayo Vallecano,11873.0,RCDE Stadium,Antonio Matéu Lahoz
33.0,Thu,2022-04-21,20:00,Cádiz,3.1,2–3,1.6,Athletic Club,17360.0,Estadio Nuevo Mirandilla,Valentín Pizarro
33.0,Thu,2022-04-21,21:30,Real Sociedad,0.8,0–1,1.1,Barcelona,35128.0,Estadio Municipal de Anoeta,Carlos del Cerro
21.0,Sun,2022-04-24,21:00,Barcelona,1.7,0–1,0.3,Rayo Vallecano,57023.0,Camp Nou,Isidro Díaz de Mera
34.0,Fri,2022-04-29,21:00,Sevilla,0.7,1–1,0.9,Cádiz,37113.0,Estadio Ramón Sánchez Pizjuán,José Sánchez
34.0,Sat,2022-04-30,14:00,Alavés,2.4,2–1,1.3,Villarreal,12579.0,Estadio de Mendizorroza,Miguel Ángel Ortiz Arias
34.0,Sat,2022-04-30,16:15,Real Madrid,1.8,4–0,1.3,Espanyol,58686.0,Estadio Santiago Bernabéu,José Luis Munuera
34.0,Sat,2022-04-30,18:30,Valencia,0.5,1–1,1.3,Levante,35099.0,Estadio de Mestalla,Jorge Figueroa
34.0,Sat,2022-04-30,21:00,Athletic Club,1.3,2–0,0.7,Atlético Madrid,43398.0,San Mamés,Antonio Matéu Lahoz
34.0,Sun,2022-05-01,14:00,Elche,0.6,1–1,1.1,Osasuna,16305.0,Estadio Manuel Martínez Valero,Carlos del Cerro
34.0,Sun,2022-05-01,16:15,Granada,0.7,1–1,1.1,Celta Vigo,15036.0,Estadio Nuevo Los Cármenes,Juan Martínez
34.0,Sun,2022-05-01,18:30,Rayo Vallecano,1.4,1–1,0.7,Real Sociedad,9395.0,Estadio del Rayo Vallecano,Alejandro Muñíz
34.0,Sun,2022-05-01,21:00,Barcelona,1.2,2–1,1.0,Mallorca,62789.0,Camp Nou,Pablo González
34.0,Mon,2022-05-02,21:00,Getafe,0.7,0–0,0.2,Betis,9916.0,Coliseum Alfonso Pérez,Adrián Cordero
35.0,Fri,2022-05-06,21:00,Levante,2.1,2–1,2.1,Real Sociedad,17278.0,Estadio Ciudad de Valencia,Hsu Jason
35.0,Sat,2022-05-07,14:00,Mallorca,1.4,2–6,1.6,Granada,18466.0,Iberostar Estadi,Ricardo de Burgos
35.0,Sat,2022-05-07,16:15,Athletic Club,1.3,0–0,0.1,Valencia,41091.0,San Mamés,Isidro Díaz de Mera
35.0,Sat,2022-05-07,18:30,Cádiz,1.8,3–0,0.1,Elche,17615.0,Estadio Nuevo Mirandilla,Alejandro Hernández
35.0,Sat,2022-05-07,18:30,Celta Vigo,1.9,4–0,0.5,Alavés,10567.0,Estadio de Balaídos,Guillermo Cuadra
35.0,Sat,2022-05-07,21:00,Betis,0.7,1–2,1.2,Barcelona,46132.0,Estadio Benito Villamarín,Antonio Matéu Lahoz
35.0,Sun,2022-05-08,14:00,Getafe,0.6,0–0,0.7,Rayo Vallecano,10125.0,Coliseum Alfonso Pérez,Mario Melero
35.0,Sun,2022-05-08,16:15,Villarreal,2.2,1–1,0.8,Sevilla,17461.0,Estadio de la Cerámica,Jesús Gil
35.0,Sun,2022-05-08,18:30,Espanyol,0.6,1–1,0.6,Osasuna,18903.0,RCDE Stadium,Santiago Jaime
35.0,Sun,2022-05-08,21:00,Atlético Madrid,2.3,1–0,1.1,Real Madrid,63874.0,Estadio Wanda Metropolitano,César Soto
36.0,Tue,2022-05-10,19:00,Valencia,1.2,0–3,1.6,Betis,28091.0,Estadio de Mestalla,Carlos del Cerro
36.0,Tue,2022-05-10,20:00,Granada,0.9,1–0,0.3,Athletic Club,16638.0,Estadio Nuevo Los Cármenes,José Sánchez
36.0,Tue,2022-05-10,21:30,Barcelona,1.1,3–1,0.7,Celta Vigo,55899.0,Camp Nou,Miguel Ángel Ortiz Arias
36.0,Wed,2022-05-11,19:00,Osasuna,0.6,1–1,0.3,Getafe,17850.0,Estadio El Sadar,Alejandro Muñíz
36.0,Wed,2022-05-11,19:00,Alavés,2.6,2–1,0.9,Espanyol,12729.0,Estadio de Mendizorroza,Valentín Pizarro
36.0,Wed,2022-05-11,20:30,Sevilla,1.5,0–0,0.6,Mallorca,33242.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
36.0,Wed,2022-05-11,21:30,Elche,0.2,0–2,1.9,Atlético Madrid,21266.0,Estadio Manuel Martínez Valero,Pablo González
36.0,Thu,2022-05-12,19:00,Real Sociedad,3.0,3–0,0.7,Cádiz,29014.0,Estadio Municipal de Anoeta,Juan Martínez
36.0,Thu,2022-05-12,20:00,Rayo Vallecano,1.8,1–5,2.4,Villarreal,7945.0,Estadio del Rayo Vallecano,Isidro Díaz de Mera
36.0,Thu,2022-05-12,21:30,Real Madrid,3.5,6–0,1.0,Levante,38421.0,Estadio Santiago Bernabéu,Adrián Cordero
37.0,Sat,2022-05-14,18:30,Espanyol,0.7,1–1,1.6,Valencia,14990.0,RCDE Stadium,Alejandro Muñíz
37.0,Sun,2022-05-15,19:30,Levante,1.9,3–1,0.5,Alavés,12438.0,Estadio Ciudad de Valencia,Guillermo Cuadra
37.0,Sun,2022-05-15,19:30,Villarreal,0.7,1–2,2.1,Real Sociedad,16689.0,Estadio de la Cerámica,Pablo González
37.0,Sun,2022-05-15,19:30,Getafe,0.3,0–0,0.2,Barcelona,13072.0,Coliseum Alfonso Pérez,Jesús Gil
37.0,Sun,2022-05-15,19:30,Athletic Club,1.1,2–0,0.9,Osasuna,37869.0,San Mamés,Jorge Figueroa
37.0,Sun,2022-05-15,19:30,Atlético Madrid,1.2,1–1,0.7,Sevilla,58138.0,Estadio Wanda Metropolitano,José Sánchez
37.0,Sun,2022-05-15,19:30,Betis,2.3,2–0,1.1,Granada,45016.0,Estadio Benito Villamarín,Ricardo de Burgos
37.0,Sun,2022-05-15,19:30,Celta Vigo,2.1,1–0,0.5,Elche,10773.0,Estadio de Balaídos,Mario Melero
37.0,Sun,2022-05-15,19:30,Mallorca,0.8,2–1,1.2,Rayo Vallecano,17930.0,Iberostar Estadi,José Luis Munuera
37.0,Sun,2022-05-15,19:30,Cádiz,2.7,1–1,1.6,Real Madrid,19643.0,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz
38.0,Fri,2022-05-20,21:00,Real Madrid,1.2,0–0,0.9,Betis,52232.0,Estadio Santiago Bernabéu,Santiago Jaime
38.0,Fri,2022-05-20,21:00,Rayo Vallecano,2.5,2–4,2.5,Levante,8446.0,Estadio del Rayo Vallecano,Mario Melero
38.0,Sat,2022-05-21,17:30,Valencia,1.5,2–0,0.9,Celta Vigo,16189.0,Estadio de Mestalla,Adrián Cordero
38.0,Sun,2022-05-22,17:30,Elche,2.7,3–1,1.3,Getafe,17336.0,Estadio Manuel Martínez Valero,Guillermo Cuadra
38.0,Sun,2022-05-22,20:00,Osasuna,0.8,0–2,1.2,Mallorca,18717.0,Estadio El Sadar,César Soto
38.0,Sun,2022-05-22,20:00,Granada,1.7,0–0,0.3,Espanyol,17951.0,Estadio Nuevo Los Cármenes,Alejandro Hernández
38.0,Sun,2022-05-22,20:00,Alavés,0.4,0–1,1.8,Cádiz,11138.0,Estadio de Mendizorroza,José Sánchez
38.0,Sun,2022-05-22,22:00,Barcelona,0.6,0–2,0.8,Villarreal,54850.0,Camp Nou,José Luis Munuera
38.0,Sun,2022-05-22,22:00,Sevilla,1.2,1–0,0.7,Athletic Club,31305.0,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
38.0,Sun,2022-05-22,22:00,Real Sociedad,2.5,1–2,0.7,Atlético Madrid,23586.0,Estadio Municipal de Anoeta,Jesús Gil
1.0,Fri,2022-08-12,21:00,Osasuna,1.5,2–1,0.9,Sevilla,18536.0,Estadio El Sadar,Carlos del Cerro
1.0,Sat,2022-08-13,17:00,Celta Vigo,0.4,2–2,1.1,Espanyol,13859.0,Estadio de Balaídos,Miguel Ángel Ortiz Arias
1.0,Sat,2022-08-13,19:00,Valladolid,1.0,0–3,1.5,Villarreal,17543.0,Estadio Municipal José Zorrilla,Mario Melero
1.0,Sat,2022-08-13,21:00,Barcelona,1.9,0–0,0.5,Rayo Vallecano,81104.0,Camp Nou,Alejandro Hernández
1.0,Sun,2022-08-14,17:30,Cádiz,0.2,0–1,1.7,Real Sociedad,16570.0,Estadio Nuevo Mirandilla,Isidro Díaz de Mera
1.0,Sun,2022-08-14,19:30,Valencia,1.6,1–0,0.1,Girona,39359.0,Estadio de Mestalla,Jorge Figueroa
1.0,Sun,2022-08-14,22:00,Almería,0.7,1–2,2.1,Real Madrid,14386.0,Power Horse Stadium,Juan Martínez
1.0,Mon,2022-08-15,17:30,Athletic Club,1.6,0–0,0.4,Mallorca,39747.0,San Mamés,Javier Villanueva
1.0,Mon,2022-08-15,19:30,Getafe,0.7,0–3,1.2,Atlético Madrid,12235.0,Coliseum Alfonso Pérez,José Sánchez
1.0,Mon,2022-08-15,21:30,Betis,3.1,3–0,0.4,Elche,50622.0,Estadio Benito Villamarín,Guillermo Cuadra
2.0,Fri,2022-08-19,20:00,Espanyol,0.8,0–2,1.4,Rayo Vallecano,16071.0,RCDE Stadium,Jorge Figueroa
2.0,Fri,2022-08-19,22:00,Sevilla,2.0,1–1,0.5,Valladolid,33991.0,Estadio Ramón Sánchez Pizjuán,Juan Pulido
2.0,Sat,2022-08-20,17:30,Osasuna,2.7,2–0,1.0,Cádiz,18587.0,Estadio El Sadar,Antonio Matéu Lahoz
2.0,Sat,2022-08-20,19:30,Mallorca,0.6,1–2,2.1,Betis,15579.0,Iberostar Estadi,Pablo González
2.0,Sat,2022-08-20,22:00,Celta Vigo,1.4,1–4,3.7,Real Madrid,15681.0,Estadio de Balaídos,Jesús Gil
2.0,Sun,2022-08-21,17:30,Athletic Club,1.0,1–0,0.7,Valencia,43333.0,San Mamés,César Soto
2.0,Sun,2022-08-21,19:30,Atlético Madrid,1.6,0–2,1.8,Villarreal,57033.0,Estadio Cívitas Metropolitano,Ricardo de Burgos
2.0,Sun,2022-08-21,22:00,Real Sociedad,0.8,1–4,2.1,Barcelona,36201.0,Reale Arena,José Luis Munuera
2.0,Mon,2022-08-22,20:00,Elche,1.0,1–1,0.7,Almería,23361.0,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
2.0,Mon,2022-08-22,22:00,Girona,1.1,3–1,0.6,Getafe,10460.0,Estadi Municipal de Montilivi,Alejandro Muñíz
3.0,Fri,2022-08-26,20:00,Girona,1.0,0–1,1.0,Celta Vigo,11329.0,Estadi Municipal de Montilivi,Carlos del Cerro
3.0,Fri,2022-08-26,22:00,Betis,0.5,1–0,1.3,Osasuna,52580.0,Estadio Benito Villamarín,Juan Martínez
3.0,Sat,2022-08-27,17:30,Elche,0.7,0–1,1.8,Real Sociedad,22656.0,Estadio Manuel Martínez Valero,Javier Villanueva
3.0,Sat,2022-08-27,19:30,Rayo Vallecano,0.7,0–2,0.8,Mallorca,10944.0,Estadio del Rayo Vallecano,José Sánchez
3.0,Sat,2022-08-27,22:00,Almería,2.3,2–1,1.0,Sevilla,13788.0,Power Horse Stadium,Jesús Gil
3.0,Sun,2022-08-28,17:30,Getafe,0.3,0–0,1.1,Villarreal,9815.0,Coliseum Alfonso Pérez,Jorge Figueroa
3.0,Sun,2022-08-28,19:30,Barcelona,2.6,4–0,0.8,Valladolid,83972.0,Camp Nou,Ricardo de Burgos
3.0,Sun,2022-08-28,22:00,Espanyol,1.3,1–3,2.1,Real Madrid,25778.0,RCDE Stadium,Mario Melero
3.0,Mon,2022-08-29,20:00,Cádiz,0.4,0–4,2.4,Athletic Club,17029.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias
3.0,Mon,2022-08-29,22:00,Valencia,0.5,0–1,1.5,Atlético Madrid,43910.0,Estadio de Mestalla,Guillermo Cuadra
4.0,Fri,2022-09-02,21:00,Celta Vigo,0.7,3–0,0.3,Cádiz,14510.0,Estadio de Balaídos,Juan Pulido
4.0,Sat,2022-09-03,14:00,Mallorca,0.7,1–1,1.2,Girona,13390.0,Iberostar Estadi,Isidro Díaz de Mera
4.0,Sat,2022-09-03,16:15,Real Madrid,2.9,2–1,0.5,Betis,58579.0,Estadio Santiago Bernabéu,José Sánchez
4.0,Sat,2022-09-03,18:30,Real Sociedad,1.4,1–1,1.1,Atlético Madrid,35366.0,Reale Arena,César Soto
4.0,Sat,2022-09-03,21:00,Sevilla,1.0,0–3,4.0,Barcelona,40233.0,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
4.0,Sun,2022-09-04,14:00,Osasuna,2.4,2–1,0.2,Rayo Vallecano,18745.0,Estadio El Sadar,Alejandro Muñíz
4.0,Sun,2022-09-04,16:15,Athletic Club,1.2,0–1,0.6,Espanyol,41574.0,San Mamés,Juan Martínez
4.0,Sun,2022-09-04,18:30,Villarreal,3.4,4–0,0.6,Elche,13915.0,Estadio Ciudad de Valencia,Miguel Ángel Ortiz Arias
4.0,Sun,2022-09-04,21:00,Valencia,2.3,5–1,0.2,Getafe,38725.0,Estadio de Mestalla,José Luis Munuera
4.0,Mon,2022-09-05,21:00,Valladolid,1.2,1–0,0.5,Almería,20260.0,Estadio Municipal José Zorrilla,Pablo González
5.0,Fri,2022-09-09,21:00,Girona,1.9,2–1,0.5,Valladolid,10053.0,Estadi Municipal de Montilivi,César Soto
5.0,Sat,2022-09-10,14:00,Rayo Vallecano,1.7,2–1,1.7,Valencia,12085.0,Estadio del Rayo Vallecano,Jesús Gil
5.0,Sat,2022-09-10,16:15,Espanyol,2.5,2–3,2.0,Sevilla,20135.0,RCDE Stadium,Guillermo Cuadra
5.0,Sat,2022-09-10,18:30,Cádiz,0.4,0–4,3.4,Barcelona,19530.0,Estadio Nuevo Mirandilla,Carlos del Cerro
5.0,Sat,2022-09-10,21:00,Atlético Madrid,0.7,4–1,1.7,Celta Vigo,52247.0,Estadio Cívitas Metropolitano,Alejandro Hernández
5.0,Sun,2022-09-11,14:00,Real Madrid,2.3,4–1,0.5,Mallorca,54816.0,Estadio Santiago Bernabéu,Jorge Figueroa
5.0,Sun,2022-09-11,16:15,Elche,0.9,1–4,2.7,Athletic Club,24176.0,Estadio Manuel Martínez Valero,Mario Melero
5.0,Sun,2022-09-11,18:30,Getafe,1.1,2–1,1.2,Real Sociedad,11112.0,Coliseum Alfonso Pérez,Juan Pulido
5.0,Sun,2022-09-11,21:00,Betis,1.4,1–0,1.7,Villarreal,53276.0,Estadio Benito Villamarín,Ricardo de Burgos
5.0,Mon,2022-09-12,21:00,Almería,0.2,0–1,2.0,Osasuna,12397.0,Power Horse Stadium,Javier Villanueva
6.0,Fri,2022-09-16,21:00,Valladolid,1.5,0–1,0.3,Cádiz,20295.0,Estadio Municipal José Zorrilla,José Sánchez
6.0,Sat,2022-09-17,14:00,Mallorca,0.6,1–0,0.4,Almería,12687.0,Iberostar Estadi,Juan Martínez
6.0,Sat,2022-09-17,16:15,Barcelona,3.9,3–0,0.0,Elche,85073.0,Camp Nou,Alejandro Muñíz
6.0,Sat,2022-09-17,18:30,Valencia,1.7,3–0,0.5,Celta Vigo,40965.0,Estadio de Mestalla,Pablo González
6.0,Sat,2022-09-17,21:00,Athletic Club,1.9,3–2,0.7,Rayo Vallecano,43484.0,San Mamés,Antonio Matéu Lahoz
6.0,Sun,2022-09-18,14:00,Osasuna,0.5,0–2,0.8,Getafe,18255.0,Estadio El Sadar,Isidro Díaz de Mera
6.0,Sun,2022-09-18,16:15,Villarreal,1.5,1–1,0.6,Sevilla,18292.0,Estadio Ciudad de Valencia,Alejandro Hernández
6.0,Sun,2022-09-18,18:30,Betis,1.6,2–1,1.3,Girona,52229.0,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias
6.0,Sun,2022-09-18,18:30,Real Sociedad,1.9,2–1,0.8,Espanyol,31511.0,Reale Arena,Carlos del Cerro
6.0,Sun,2022-09-18,21:00,Atlético Madrid,1.0,1–2,0.9,Real Madrid,66881.0,Estadio Cívitas Metropolitano,José Luis Munuera
7.0,Fri,2022-09-30,21:00,Athletic Club,2.1,4–0,0.7,Almería,42110.0,San Mamés,Juan Pulido
7.0,Sat,2022-10-01,14:00,Cádiz,0.7,0–0,1.6,Villarreal,15516.0,Estadio Nuevo Mirandilla,Javier Villanueva
7.0,Sat,2022-10-01,16:15,Getafe,2.8,2–3,1.6,Valladolid,10958.0,Coliseum Alfonso Pérez,Alejandro Muñíz
7.0,Sat,2022-10-01,18:30,Sevilla,0.5,0–2,2.2,Atlético Madrid,37754.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos
7.0,Sat,2022-10-01,21:00,Mallorca,1.2,0–1,0.7,Barcelona,18103.0,Iberostar Estadi,Jesús Gil
7.0,Sun,2022-10-02,14:00,Espanyol,0.8,2–2,1.1,Valencia,19766.0,RCDE Stadium,Valentín Pizarro
7.0,Sun,2022-10-02,16:15,Celta Vigo,0.9,1–0,0.9,Betis,14344.0,Estadio de Balaídos,César Soto
7.0,Sun,2022-10-02,18:30,Girona,1.0,3–5,2.1,Real Sociedad,12217.0,Estadi Municipal de Montilivi,Mario Melero
7.0,Sun,2022-10-02,21:00,Real Madrid,2.5,1–1,0.5,Osasuna,55410.0,Estadio Santiago Bernabéu,Guillermo Cuadra
7.0,Mon,2022-10-03,21:00,Rayo Vallecano,0.9,2–1,1.1,Elche,11662.0,Estadio del Rayo Vallecano,Jorge Figueroa
8.0,Fri,2022-10-07,21:00,Osasuna,1.6,1–2,2.1,Valencia,20260.0,Estadio El Sadar,Miguel Ángel Ortiz Arias
8.0,Sat,2022-10-08,14:00,Almería,1.2,3–1,0.8,Rayo Vallecano,10783.0,Power Horse Stadium,Pablo González
8.0,Sat,2022-10-08,16:15,Atlético Madrid,1.9,2–1,0.8,Girona,54069.0,Estadio Cívitas Metropolitano,Juan Martínez
8.0,Sat,2022-10-08,18:30,Sevilla,1.0,1–1,1.7,Athletic Club,36502.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil
8.0,Sat,2022-10-08,21:00,Getafe,0.3,0–1,1.4,Real Madrid,14502.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
8.0,Sun,2022-10-09,14:00,Valladolid,0.6,0–0,0.5,Betis,22561.0,Estadio Municipal José Zorrilla,Carlos del Cerro
8.0,Sun,2022-10-09,16:15,Cádiz,1.3,2–2,1.3,Espanyol,16572.0,Estadio Nuevo Mirandilla,Alejandro Hernández
8.0,Sun,2022-10-09,18:30,Real Sociedad,1.2,1–0,0.2,Villarreal,32689.0,Reale Arena,César Soto
8.0,Sun,2022-10-09,21:00,Barcelona,2.0,1–0,1.5,Celta Vigo,81525.0,Camp Nou,José Luis Munuera
8.0,Mon,2022-10-10,21:00,Elche,0.5,1–1,2.3,Mallorca,12000.0,Estadio Manuel Martínez Valero,Valentín Pizarro
9.0,Fri,2022-10-14,21:00,Rayo Vallecano,1.6,0–0,0.4,Getafe,13076.0,Estadio del Rayo Vallecano,Mario Melero
9.0,Sat,2022-10-15,14:00,Girona,2.3,1–1,1.1,Cádiz,9927.0,Estadi Municipal de Montilivi,Ricardo de Burgos
9.0,Sat,2022-10-15,16:15,Valencia,2.7,2–2,1.7,Elche,41805.0,Estadio de Mestalla,Juan Pulido
9.0,Sat,2022-10-15,18:30,Mallorca,0.7,0–1,0.2,Sevilla,15300.0,Iberostar Estadi,Javier Villanueva
9.0,Sat,2022-10-15,21:00,Athletic Club,1.2,0–1,0.3,Atlético Madrid,48391.0,San Mamés,Jorge Figueroa
9.0,Sun,2022-10-16,14:00,Celta Vigo,0.5,1–2,0.8,Real Sociedad,13101.0,Estadio de Balaídos,Guillermo Cuadra
9.0,Sun,2022-10-16,16:15,Real Madrid,1.1,3–1,2.0,Barcelona,62876.0,Estadio Santiago Bernabéu,José Sánchez
9.0,Sun,2022-10-16,18:30,Espanyol,1.3,1–0,0.7,Valladolid,17770.0,RCDE Stadium,Antonio Matéu Lahoz
9.0,Sun,2022-10-16,21:00,Betis,2.5,3–1,0.8,Almería,46112.0,Estadio Benito Villamarín,Alejandro Muñíz
